"","id","NAME","host.id","host_identity_verified","host.name","neighbourhood.group","neighbourhood","lat","long","country","country.code","instant_bookable","cancellation_policy","room.type","Construction.year","price","service.fee","minimum.nights","number.of.reviews","last.review","reviews.per.month","review.rate.number","calculated.host.listings.count","availability.365","house_rules","license"
"119",1066507,"",87894881413,"","David","Manhattan","Upper West Side",40.77823,-73.97637,"United States","US",FALSE,"strict","Entire home/apt",NA,"$1,154 ","$231 ",6,27,"4/27/2019",0.27,NA,NA,237,"This is our family home, not a rental that we manage, so we expect you to treat it as you would your own home.",""
"120",1067060,"Great Large 1 BR apt  in East Village!",27506185339,"","Adelaide","Manhattan","East Village",40.72555,-73.97965,"United States","US",FALSE,"strict","Entire home/apt",NA,"$737 ","$147 ",1,115,"6/7/2019",1.05,NA,NA,242,"Please pick up after yourself if you use the kitchen or other common areas, keep noise down at night, and, sorry, no smoking.  We're looking forward to having you!",""
"121",1067612,"Eveland Private Bed & Living Room w/ Own Entrance",25474679480,"","Fenton","Brooklyn","South Slope",40.66831,-73.98604,"United States","US",TRUE,"moderate","Private room",NA,"$456 ","$91 ",2,354,"5/20/2019",3.2,NA,NA,227,"- There is no dedicated parking spot for this apartment. Use the abundant street parking. - This is a quiet residential neighborhood. No late loud partying allowed. - It's the first (bottom) floor, please do not meander to upper floors and be courteous to the neighbors. - Close all windows and lock doors whenever you leave the house. Very important. This is not a dangerous neighborhood but it's not crime free and the neighbors are very annoyed when this occurs. - No smoking indoors or outdoors close to the apartment. - This is an old house so please be mindful of the noise. - You are welcome to cook of course but leave the place as you found it - There will be basic breakfast in the fridge/freezer and cabinets: bread, chocolate spread, cereals, tea, coffee, etc. Help yourself.",""
"122",1068164,"Sugar Hill Rest Stop",81078988196,"","Madaline","Manhattan","Harlem",40.82754,-73.94919,"United States","US",TRUE,"moderate","Entire home/apt",2005,"$291 ","$58 ",2,195,"7/1/2019",2.03,NA,NA,173,"My cat is outdoor/indoor so he comes and goes. We are pretty quiet except the occasional radio news in the late morning.",""
"123",1068717,"3 Story Town House in Park Slope",9853816495,"","Darcy","Brooklyn","South Slope",40.66499,-73.97925,"United States","US",TRUE,"strict","Entire home/apt",2021,"$996 ","$199 ",2,16,"12/30/2018",0.24,NA,NA,146,"",""
"124",1069269,"apartment next to Central park",65890112273,"","Aida","Manhattan","Upper West Side",40.77842,-73.97556,"United States","US",TRUE,"flexible","Entire home/apt",2008,"$788 ","$158 ",7,13,"6/26/2019",0.12,NA,NA,243,"We plan to treat you politely, warmly, and with respect during your visit. We hope you will do the same! We do not smoke in the house and we do no have animals in the house. We have upstairs and downstairs neighbors, and we thank you for treating them kindly during your stay.",""
"125",1069821,"East Village Sanctuary",21125900343,"unconfirmed","Jasmine","Manhattan","East Village",40.72245,-73.98527,"United States","US",TRUE,"flexible","Entire home/apt",2013,"$1,105 ","$221 ",4,25,"12/10/2021",0.23,1,NA,425,"Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking and NO parties  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed -Please clean after yourself and dispose of the trash properly",""
"126",1070374,"Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.",63113999922,"verified","Robert","Brooklyn","Prospect-Lefferts Gardens",40.65593,-73.96053,"United States","US",TRUE,"moderate","Private room",2015,"$1,109 ","$222 ",2,9,"10/5/2018",0.08,4,NA,113,"This room is the perfect fit for you if you're looking for a cheap and quick few night stay! The house is laid back - smoking is allowed on the back porch, you will have access to use our refrigerator - but please bring your own food, towels will be provided, the kitchen is stocked with appliances as well. Because the space is shared with other roommates expect you may see them and keep noise and interaction to a respectful level :)",""
"127",1070926,"Modern Apt with Spectacular Views",96956465387,"verified","Lucas","Brooklyn","Williamsburg",40.71923,-73.96468,"United States","US",TRUE,"strict","Private room",2004,"$659 ","$132 ",1,9,"9/18/2021",0.08,4,NA,260,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb. If you plan to have visitors during your stay, please check with us beforehand.  -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",""
"128",1071478,"Garden studio in the Upper East Sid",77172555024,"unconfirmed","Miller","Manhattan","Upper East Side",40.778,-73.94822,"United States","US",FALSE,"strict","Entire home/apt",2007,"$571 ","$114 ",5,21,"8/15/2024",0.19,4,NA,395,"Dear Guests, Welcome to 62 Cornwall St! I hope you will enjoy your stay in Boston. General -No Smoking -You may use the washer in the laundry room. The turn-on button of dryer is broken, so it is hard to turn it on, but it is working. I usually hang clothes on hangers, they dry fairly quickly that way. -You may use the piano if you play piano.  -Please be extra careful with the floor downstairs. It is very easily scratched! -You may use the grill, but be extra careful! After use, turn off the gas on the propane tank, not only on the grill! -Please  refrain from loud talking/partying on the patio after 10 p.m.  Check  in/out: -The code for the lockbox is 1685  -When you arrive, please remove the keybox. -When you leave, place the key on the kitchen table, do not put it back in the keybox. -Please check out by 11 a.m. on your last day. The cleaners will arrive shortly after that, to prepare for the next guests potentially arriving at 3 p.m.  Internet: -WIFI: (PHONE NUMBER HIDDEN)  -WEP: ",""
"129",1072030,"Secluded Master Bedroom in Beautiful Huge Apt",44493053522,"verified","Dexter","Manhattan","Washington Heights",40.85879,-73.93128,"United States","US",TRUE,"flexible","Private room",2010,"$736 ","$147 ",15,36,"8/17/2017",0.33,5,NA,266,"No shoes and no smoking inside please. No smoking on the porches or around the house. The neighbors below us have a young child with severe asthma. ",""
"130",1072583,"B & B Room 1",46312284523,"verified","Darcy","Brooklyn","Bedford-Stuyvesant",40.68332,-73.9547,"United States","US",TRUE,"moderate","Private room",2013,"$946 ","$189 ",3,63,"5/14/2019",0.58,1,NA,58,"No smoking. And preferably no cats. dogs welcome.",""
"131",1073135,"ACCOMMODATIONS GALORE #1",90525781448,"unconfirmed","Daniel","Manhattan","Harlem",40.81618,-73.94894,"United States","US",TRUE,"flexible","Entire home/apt",2005,"$449 ","$90 ",3,155,"6/20/2019",1.42,3,3,410,"Tenant Agreement: House Rules: The landlord reserves the right to inspect the unit to enforce the terms of this agreement at any time. No smoking. No parties. No pets. Reduced noise after 11pm. No sublet. No more than eight people to reside on premises unless given written approval.  No refunds to be given for shortened stays.  No refunds to be given for any cable or internet WI-FI outages.  You are responsible for safe keeping of your own valuables. The landlord is not responsible for lost items.",""
"132",1073687,"Sunny Room in New Condo",35058485479,"verified","Victoria","Brooklyn","Clinton Hill",40.68414,-73.96351,"United States","US",FALSE,"moderate","Private room",2018,"$930 ","$186 ",3,260,"7/3/2019",2.35,4,1,388,"Please leave your shoes in the entranceway.  I will leave the house sparkly clean for you and hope that youll do the same for me. ;) If you are a smoker you are welcome to use either the back porch or roofdeck.  There is an ashtray on the back porch.  Please be considerate of neighbors with outdoor noise levels. Congrats! You get to be surrogate parents to the other residents of 9 mark st, Turtle and Froggy, my cats.  Ill leave plenty of food for them but you are responsible for feeding them.... and they will thank you with lots of purring and snuggly lap time.",""
"133",1074240,"Stylish & Sleek Apartment Near SoHo!",24559680874,"verified","Brooke","Manhattan","East Village",40.72392,-73.99143,"United States","US",FALSE,"strict","Entire home/apt",2006,"$329 ","$66 ",5,73,"6/25/2019",0.66,4,1,13,"There are two other units in the same building and we respect each other with noise.  Guests are asked not to have loud music or any parties. We don't charge a cleaning fee so please leave the house in good shape when you leave.  Please load the dishwasher and run it prior to departing. Thank you!",""
"134",1074792,"NYC artists’ loft with roof deck",48867545848,"verified","Lilianna","Brooklyn","Greenpoint",40.73494,-73.9503,"United States","US",FALSE,"flexible","Private room",2006,"$1,125 ","$225 ",3,193,"5/20/2019",1.86,2,1,62,"",""
"135",1075344,"Unique & Charming small 1br Apt. LES",77518406270,"unconfirmed","","Manhattan","Lower East Side",40.71341,-73.98856,"United States","US",FALSE,"moderate","Entire home/apt",2013,"$1,099 ","$220 ",3,32,"6/14/2019",0.29,5,1,62,"",""
"136",1075897,"Most Central Location!",53246473793,"unconfirmed","","Manhattan","Hell's Kitchen",40.76754,-73.98399,"United States","US",FALSE,"strict","Private room",2013,"$256 ","$51 ",2,50,"5/26/2019",0.45,2,3,366,"Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed -If you cook, please clean after yourself and make proper use of the garbage disposal.",""
"137",1076449,"",80835835733,"unconfirmed","","Manhattan","West Village",40.73442,-74.00303,"United States","US",FALSE,"strict","Entire home/apt",2013,"$263 ","$53 ",29,26,"7/1/2019",0.25,5,1,338,"Please reserve for yourself rather than for someone else. Air B&B has this as a basic requirement so the host than look at reviews of the guest, not of the person making the reservation. You can smoke on the back porch.  Well-behaved, non-barky, friendly dogs are welcome to sleep on the floor or in their own dogbed.",""
"138",1077001,"Sanctuary in East Flatbush",41763838164,"unconfirmed","Anna","Brooklyn","Flatlands",40.63188,-73.93248,"United States","US",TRUE,"moderate","Private room",2020,"$96 ","$19 ",2,2,"1/1/2019",0.02,4,1,334,"Please clean after yourself, wipe spilled water after using the bathroom, do not smoke in the apartment and treat the place as you would treat your home! Please let us know about pets or service animals in advance.",""
"139",1077553,"Room with En Suite Bathroom & Deck",80213101260,"verified","Dominik","Brooklyn","Clinton Hill",40.6873,-73.9634,"United States","US",TRUE,"strict","Private room",2021,"$1,192 ","$238 ",NA,426,"6/24/2019",3.89,3,3,92,"No Smoking No Pets No Parties but few friends always welcome Its a private space but keep sounds moderate for neighbors and me",""
"140",1078106,"FLAT MACDONOUGH",12359551036,"unconfirmed","Frederick","Brooklyn","Bedford-Stuyvesant",40.68296,-73.93662,"United States","US",FALSE,"flexible","Entire home/apt",2010,"$593 ","$119 ",NA,227,"6/23/2019",2.09,5,2,-10,"",""
"141",1078658,"Huge Private  Floor at The Waverly",6534696854,"verified","Adrian","Brooklyn","Clinton Hill",40.6863,-73.96765,"United States","US",TRUE,"flexible","Private room",2012,"$490 ","$98 ",NA,84,"",0.77,2,3,378,"",""
"142",1079210,"Modern Greenpoint, Brooklyn Apt",63891709973,"verified","Martin","Brooklyn","Greenpoint",40.73409,-73.95348,"United States","US",FALSE,"moderate","Entire home/apt",2016,"$488 ","$98 ",NA,NA,"",0.03,4,1,325,"",""
"143",1079763,"Sun-drenched, artsy modernist 1 BDRM duplex",83716006050,"unconfirmed","Kellan","Brooklyn","Williamsburg",40.71561,-73.94835,"United States","US",TRUE,"moderate","Entire home/apt",2004,"$658 ","$132 ",NA,10,"",0.1,5,1,-2,"Quiet after 11pm.  Other guests sleeping.",""
"144",1080315,"Sunny, Cobble Hill Apartment",82129516523,"unconfirmed","Hailey","Brooklyn","Cobble Hill",40.6857,-73.99183,"United States","US",FALSE,"flexible","Entire home/apt",2017,"$1,109 ","$222 ",NA,4,"",0.04,3,1,351,"",""
"145",1080867,"Fully Furnished Basement Apartment",57811865410,"unconfirmed","Dominik","Queens","Flushing",40.74028,-73.83168,"United States","US",TRUE,"strict","Private room",2018,"$606 ","$121 ",NA,1,"",0.01,4,1,389,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",""
"146",1081420,"FLAT MACDONOUGH GARDEN",64718456383,"unconfirmed","Ryan","Brooklyn","Bedford-Stuyvesant",40.68281,-73.93524,"United States","US",FALSE,"moderate","Entire home/apt",2007,"$853 ","$171 ",NA,124,"",1.72,2,2,16,"The unit is a condo, with another unit upstairs.  Please be considerate of our neighbors, and respect the shared spaces (front porch, backyard) and limit any noise after 10 PM.  Guests are not allowed to use the bbq or smoker during their stay (sorry!).",""
"147",1081972,"Light filled Williamsburg Apartment",28474746188,"unconfirmed","Heather","Brooklyn","Williamsburg",40.71596,-73.93938,"United States","US",FALSE,"strict","Entire home/apt",2011,"$172 ","$34 ",NA,11,"7/2/2019",0.11,3,1,325,"",""
"148",1082524,"Retreat in Williamsburg",22731046418,"verified","Abraham","Brooklyn","Williamsburg",40.71492,-73.95935,"United States","US",TRUE,"strict","Entire home/apt",2007,"","$64 ",4,240,"6/17/2019",2.19,3,1,337,"Leave shoes by door No strong scents (perfumes, hair sprays, etc.) No events, drunkenness, or loud music No noise in the stairway",""
"149",1083076,"NYC Zen",83696952551,"verified","Amelia","","East Village",40.72354,-73.98295,"United States","US",FALSE,"strict","Entire home/apt",2003,"","$119 ",3,30,"6/17/2019",0.28,5,1,344,"No Smoking No Pets No Parties",""
"150",1083629,"Cozy BR in Wiliamsburg 3 Bedroom",26995415534,"verified","Bruce","Brooklyn","Williamsburg",40.71165,-73.96087,"United States","US",FALSE,"moderate","Private room",2003,"$1,133 ","$227 ",3,200,"6/22/2019",1.86,5,4,166,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",""
"151",1084181,"Sunny Room in Old Historical Brooklyn Townhouse",7020663711,"unconfirmed","Jessica","Brooklyn","Fort Greene",40.69101,-73.97312,"United States","US",TRUE,"strict","Private room",2014,"$162 ","$32 ",8,27,"6/29/2019",1.05,4,5,18,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine.",""
"152",1084733,"Sun Filled Classic West Village Apt",45352858672,"verified","Valeria","Manhattan","West Village",40.73474,-74.00101,"United States","US",FALSE,"moderate","Private room",2009,"$944 ","$189 ",4,79,"6/22/2019",0.74,3,1,130,"- Minimum two night stay  - No smoking or drugs  - No parties and please be respectful of neighbors - Pets are welcome for an extra $50/night",""
"153",1085286,"Lg Rm in Historic Prospect Heights",28372000134,"unconfirmed","Wilson","Brooklyn","Prospect Heights",40.67386,-73.96641,"United States","US",TRUE,"moderate","Private room",2009,"$505 ","$101 ",15,9,"5/10/2013",0.09,2,1,43,"Please! No parties, no pets, no smoking, no illegal downloading from the Internet.",""
"154",1085838,"Classic Artist Loft Williamsburg",85684057000,"verified","Mike","Brooklyn","Williamsburg",40.71536,-73.96057,"United States","US",TRUE,"strict","Private room",2009,"$113 ","$23 ",3,155,"6/13/2019",1.61,2,1,18,"",""
"155",1086390,"",47292670441,"unconfirmed","Dainton","Brooklyn","Prospect Heights",40.6741,-73.96595,"United States","US",FALSE,"flexible","Entire home/apt",2020,"$810 ","$162 ",15,4,"8/27/2018",0.05,3,1,0,"Events or parties are a separate charge at our Bed and Breakfast. Nothing after 10 pm.",""
"156",1086943,"Private Bdrm/Bathrm. New! Elevator!",80380133240,"unconfirmed","Audrey","Manhattan","East Harlem",40.79295,-73.93997,"United States","US",TRUE,"moderate","Private room",2022,"$370 ","$74 ",2,34,"",0.32,5,1,373,"No smoking, No animals—we already have enough! No house parties. The maximum number of guests allowed in this room is two. Additional guests are not allowed unless they're just stopping in for a brief visit—still, please do clear it with me first.  I am trustworthy, clean and respectful and I expect my guests to be the same.  This is a calm, quiet neighborhood, so we ask that guests please adjust their decibels accordingly.  I ask that guests leave rooms the same way  they found them, making sure to clean up after cooking, to take hair out of the drains, and to put trash in trashcans.  Please  make yourself at home and feel free to use all my kitchen stuff, though I do have to play kitchen Nazi with a few items that require special cleaning (wok! cast iron frying pan!).  No pets allowed. No smoking. No storage permitted outside of rented room, outside of basket for toiletries in bathroom that I'll  point out to you.  Guests will please keep perishables in the college-size refrigerator ",""
"157",1087495,"Sunny, clean 1 bdrm in W. Village",75987317883,"verified","James","Manhattan","West Village",40.73226,-74.00401,"","",NA,"","Entire home/apt",2018,"$738 ","$148 ",45,134,"",1.24,3,1,426,"",""
"158",1088047,"Great location in Williamsburg",51756716507,"unconfirmed","Roman","Brooklyn","Williamsburg",40.71363,-73.96398,"","",NA,"","Entire home/apt",2007,"$1,013 ","$203 ",6,27,"",0.25,3,1,396,"",""
"159",1088599,"Light and Airy Upper East Side 1 BDR apartment",30351473270,"unconfirmed","Kellan","Manhattan","Upper East Side",40.77711,-73.9527,"","",NA,"","Entire home/apt",2004,"$464 ","$93 ",4,126,"",1.16,1,2,280,"",""
"160",1089152,"Luxury Brownstone in Boerum Hill",22525653405,"unconfirmed","Owen","Brooklyn","Boerum Hill",40.68559,-73.98094,"","",NA,"","Entire home/apt",2006,"$744 ","$149 ",3,23,"",0.27,2,1,419,"There is no smoking in or immediately around the building. The building's quiet hours begin at 9pm. After this time it's very important that you not play music loudly, have noisy guests over, etc.",""
"161",1089704,"CENTRAL PARK LOFT all for YOU",82585795978,"verified","Eddy","Manhattan","Upper East Side",40.77456,-73.95323,"","",NA,"","Entire home/apt",2014,"$764 ","$153 ",1,234,"6/8/2019",2.6,5,2,353,"",""
"162",1090256,"Indie-Chic Share In Williamsburg",1595619477,"unconfirmed","Darcy","","Williamsburg",40.71088,-73.95055,"","",NA,"","Private room",2022,"$1,020 ","$204 ",4,202,"5/28/2019",1.86,5,2,377,"No smoking in the apartment, even with the windows open. No excessive cologne/perfume. Please take off your shoes on the landing and don't wear any outdoor shoes inside. No food in the bedroom, please. No food or drinks in the music room. Be considerate of the neighbors; no excessive noise, and keep quiet after 9pm. Please tell me if anything gets broken in the apartment. Talk to me first if you want to hold Yggy. Don't open the terrarium before we talk. No overnight guests.",""
"163",1090809,"A room w/ a Manhattan view, longer stay",973585651,"unconfirmed","Dominik","Queens","Sunnyside",40.74559,-73.92313,"","",NA,"","Private room",2018,"$355 ","$71 ",30,28,"4/12/2019",0.26,1,1,395,"- We have a very friendly cat and two chickens (in our outdoor coop in the back of the yard). Chickens and cat will be cared for/fed ( including cat litter box) by a pet sitter through a private basement entrance. We just ask that you let our indoor/outdoor cat in and out when you are home and please enjoy our fresh ""daily"" eggs.",""
"164",1091361,"Private, Large & Sunny 1BR w/W&D",86944769515,"verified","Aldus","Brooklyn","Bedford-Stuyvesant",40.68306,-73.94659,"","",NA,"","Entire home/apt",2008,"$244 ","$49 ",2,309,"6/22/2019",NA,4,2,169,"Please keep cats out of bedrooms and bathroom, by keeping those doors closed.  Don't let cats outside the apartment.  No smoking.  Make sure front door is locked when you come in.",""
"165",1091913,"Luxurious Condo in DUBMO with View",20270952150,"unconfirmed","Edith","Brooklyn","DUMBO",40.70207,-73.98571,"United States","US",TRUE,"strict","Private room",2016,"$385 ","$77 ",47,14,"4/25/2021",NA,2,1,190,"Please care for our home as you would your own. This is not a vacation rental, it is our real home :)  Upon your departure please load and run the dishwasher, and take out your garbage and recycling. Instructions will be provided for you.",""
"166",1092466,"Charming & Cozy midtown loft any WEEK ENDS  !!!",3310140241,"verified","Luke","Manhattan","Upper East Side",40.76123,-73.9642,"United States","US",FALSE,"flexible","Entire home/apt",2021,"$950 ","$190 ",81,4,"9/23/2016",NA,1,1,335,"Please be respectful.  Keep noise to a minimum after 9pm. No Smoking. No recovering patients from medical procedures. Thanks!",""
"167",1093018,"* Spacious GARDEN Park Slope Duplex* 6 people max",61571782497,"verified","Nicole","Brooklyn","Gowanus",40.66858,-73.99083,"United States","US",FALSE,"strict","Entire home/apt",2021,"$374 ","$75 ",144,80,"7/6/2019",NA,2,1,52,"No candles, smoking or flame of any kind is allowed.  No pets and please be sensitive to the environment and our bills by turning off lights, heat and water when not in the apartment.",""
"168",1093570,"Convenient cozy cheap apt Manhattan",29280666536,"unconfirmed","Agata","Manhattan","Harlem",40.82704,-73.94907,"United States","US",FALSE,"flexible","Entire home/apt",2011,"$375 ","$75 ",371,2,"11/2/2015",NA,4,1,70,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",""
"169",1094122,"Parlor Room In Victorian Townhouse",45745264571,"","Heather","","Clinton Hill",40.68843,-73.96408,"United States","US",TRUE,"strict","Private room",2004,"$925 ","$185 ",149,294,"6/24/2019",NA,3,3,311,"",""
"170",1094675,"House On Henry (2nd FLR Suite)",44408473243,"","James","Brooklyn","Carroll Gardens",40.6783,-74.00135,"United States","US",FALSE,"moderate","Entire home/apt",2008,"$842 ","$168 ",273,150,"6/18/2019",1.4,5,3,141,"-Please no pets -Quiet hours are from 10pm - 8am -No smoking inside, outside is fine -Please be respectful of the place, and cleaning up after yourself",""
"171",1095227,"New York room with a view",95792367490,"","Dexter","Staten Island","St. George",40.64524,-74.08088,"United States","US",TRUE,"strict","Private room",2003,"$1,015 ","$203 ",131,166,"6/13/2019",1.66,4,1,-1,"Please tell me about who you will be traveling with and your purpose for the trip. I will accept adults traveling with a child over 7 years old. But I do not accept more than 2 guests at a time. So 1 adult and 1 child is fine. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly house hold, reasonably quiet. You will have to pass through our part of the house in order to get to the third floor. We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM. Kindly remove your shoes as well.  No smoking. No pets. For safety reasons please do not invite other people to our place without permission. There is a fire ladder under the bed in the bedroom, as a second means of egress.  Please recycle. I will provide a paper bag for you to put your recycled items in. For summer months, there are two AC units provided. PLEASE keep doors and windows closed whenever you are using the AC. Otherwise please shut the AC off, if y",""
"172",1095779,"Sunny cozy room in Brklyn townhouse",29877853006,"","Jared","Brooklyn","Bushwick",40.70641,-73.91765,"United States","US",FALSE,"moderate","Private room",2014,"$503 ","$101 ",275,47,"6/19/2019",0.94,5,1,263,"No pets that shed; If you have a hypo-allergenic dog that is ok. ",""
"173",1096332,"Room with a View",80294758485,"","Eric","Bronx","Highbridge",40.83232,-73.93184,"United States","US",TRUE,"flexible","Private room",2006,"$483 ","$97 ",323,219,"7/4/2019",2.04,1,3,200,"All I ask is that you don't make too big a mess, don't smoke, don't break anything, and be respectful of my roommates/neighbors.",""
"174",1096884,"Light+Open+Airy+Rustic+Modern Loft",33855109201,"","Freddie","Brooklyn","Williamsburg",40.71045,-73.9677,"United States","US",FALSE,"strict","Entire home/apt",2005,"$176 ","$35 ",59,193,"7/6/2016",1.78,4,1,219,"- The building and its premises and grounds are 100% smoke free. No smoking of any kind is allowed, neither inside or outside. No smoking in front of the house please. - Please use only the front stairs for access - We apologize but the tub is not available for use. - Please make sure to return any furniture you take out to the deck at night, to prevent it from getting it wet from rain or dew. Thanks!",""
"175",1097436,"West Inn 2 - East Village",56474290668,"","Olivia","Manhattan","East Village",40.72518,-73.98034,"United States","US",FALSE,"flexible","Private room",2020,"$185 ","$37 ",99,84,"6/23/2019",0.78,4,4,144,"Smoking whatever is your preference is ok on the decks.  Please use ashtrays and dispose of debris.    Clean up after your pet but feel free to use the yard for bathroom activities.",""
"176",1097989,"Financial District Luxury Loft",57567873573,"verified","Amy","Manhattan","Financial District",40.70666,-74.01374,"United States","US",FALSE,"strict","Entire home/apt",2022,"$387 ","$77 ",268,114,"6/20/2019",1.06,4,1,320,"No Smoking.  Smoke alarms will sound (not just in the unit, but throughout the other units in the building as well).  Please keep the outside gate closed.  No parties. Overnight guests, other than those listed on the reservation, are not allowed.",""
"177",1098541,"BROOKLYN VICTORIAN STYLE SUITE.....",83631499592,"unconfirmed","Frederick","Brooklyn","Fort Greene",40.69098,-73.97113,"United States","US",FALSE,"flexible","Private room",2008,"$1,155 ","$231 ",-10,213,"6/24/2019",2,5,2,19,"There is no smoking on the property. No outside guests are allowed. The building's quiet hours begin at 9pm.",""
"178",1099093,"Your own Lovely West Village Studio",64716183027,"verified","April","Manhattan","West Village",40.73756,-74.00405,"United States","US",FALSE,"strict","Entire home/apt",2017,"$665 ","$133 ",189,86,"6/1/2019",0.8,1,1,293,"We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.",""
"179",1099645,"ACCOMMODATIONS GALORE#3. 1-5 GUESTS",13628045272,"verified","Daniel","Manhattan","Harlem",40.81526,-73.94791,"United States","US",TRUE,"strict","Entire home/apt",2013,"$175 ","$35 ",30,80,"5/26/2019",0.75,2,3,58,"We ask guests to leave the house as they found it and to respect our home, our belongings, and our privacy. No smoking or drug use in our home at any time.",""
"180",1100198,"Greenwich Village Stylish Apartment",31589665723,"unconfirmed","Jared","Manhattan","West Village",40.73423,-74.0046,"United States","US",TRUE,"strict","Entire home/apt",2012,"$408 ","$82 ",340,38,"4/20/2016",0.36,1,1,163,"I appreciate guests on the quiet side who are mindful that this is my home. Non-smoking please. No open flames permitted. No pets.",""
"181",1100750,"Clean and Cozy Harlem Apartment",42380667906,"verified","Ashton","Manhattan","Harlem",40.82374,-73.9373,"United States","US",FALSE,"strict","Entire home/apt",2019,"$601 ","$120 ",128,18,"12/17/2018",1.79,3,1,240,"We live on the premises - two women,  two dogs and a cat. We are a strictly NON-SMOKING household - this includes all smokeable substances. We tend to stay up late, so late arrivals to about 11 pm or so are OK. We can arrange for a later check-in via a key box, but we may not meet you in person until the next morning. Check-in is after 5 pm except by prior arrangement, and checkout is at 11 am promptly to allow time for the unit to be cleaned before the next guest. This is a quiet residential neighborhood so please, no parties or loud music. There is door from the 3rd floor onto the roof as a safety exit, but the rubber roof is very delicate.  If you are tempted to walk out on the roof, please do so in your bare feet only.  There is no railing for the roof.  Under no circumstances may children access the roof. Thank you for not smoking any substance on the roof, on the deck or anywhere on the premises.",""
"182",1101302,"Fort Greene, Brooklyn: Center Bedroom",9549678609,"unconfirmed","Adele","Brooklyn","Fort Greene",40.68863,-73.97691,"United States","US",FALSE,"flexible","Private room",2011,"$107 ","$21 ",350,206,"6/30/2019",1.92,4,2,96,"-No shoes in our home. Please leave them at the door in the foyer. -No smoking in the house indoors. There are ashtrays outside. -No stealing cutlery, utensils, other kitchen items or of any kind. -No damaging walls or windows. -No alterations, decorations, structural changes or additions to the premises. -No lock combinations shall be shared, nor a new lock installed. -Please do not take any of the local town guides. They are for information purposes. -All children should be supervised. -No early check-in or late checkout without prior approval from the property manager. -The maximum occupancy (per contract) {and conditional pet request} may not be exceeded at any time during reservation. -When showering please keep shower curtain inside the tub",""
"183",1101855,"Beautiful Queens Brownstone! - 5BR",65716686884,"unconfirmed","Brad","Queens","Ridgewood",40.70382,-73.89797,"United States","US",TRUE,"flexible","Entire home/apt",2011,"$724 ","$145 ",166,10,"5/12/2019",0.11,4,5,300,"No Parties allow  Non smoking",""
"184",1102407,"Couldn't Be Closer To Columbia Uni",44580630332,"unconfirmed","Bruce","Manhattan","Morningside Heights",40.80549,-73.95924,"United States","US",FALSE,"strict","Private room",2019,"$450 ","$90 ",110,122,"5/14/2019",1.18,4,2,425,"",""
